Crop,Temperature,Rainfall,Humidity,Soil Moisture,pH Level,Sunlight,Wind Speed,Cultivation Feasible
Wheat,10.234101557619375,834.7265395637095,64.23584404350423,14.553744594259893,5.623041682446482,8.853878480059844,8.84200004228386,0
Rice,35.30412779264146,880.0183232349432,59.90870857783994,59.92648369637583,5.661615485356255,7.304051098998183,10.103577299767073,0
Rice,28.424626121705224,867.8628714809042,65.10241609418557,64.0115331685804,6.477217197246116,5.843468494907087,7.069384745320576,0
Sugarcane,39.483967445567345,1441.5244056355295,77.50050433783541,46.865609599734334,5.553145362732421,9.93873886829309,12.98508567179045,0
Wheat,5.01644128330992,636.5220575815317,70.01375633143066,38.125643529782884,6.1927467785528165,6.437577538122628,18.749481028759924,0
Sugarcane,18.805451608994595,1444.0186462680995,83.34141628364108,63.63211965011658,5.095137152767833,8.322656738723767,16.258948017222153,0
Wheat,19.16212551187391,717.2725565480256,49.25627114651383,23.02811657826585,6.364604896289819,5.614384032684991,15.607649457719724,0
Sugarcane,18.29864399641487,1664.9217692659968,66.91634312195688,73.03098463868193,7.612959907077098,9.004076525768655,5.424648689547478,0
Maize,14.130540962612308,805.0182161265326,33.230639731126104,37.271716049123924,7.270722296227918,7.591911432496567,26.76653974849075,0
Wheat,6.347379771790189,487.4794924346845,42.7981129200476,26.622974004476745,6.468820574859931,5.530913299529772,14.511020667440484,0
Maize,30.926417953441717,427.4248416414707,36.343582254472466,51.426107494956746,7.232839180914142,6.1699163432194055,24.3423402435601,0
Cotton,31.913440776765416,419.7660489787511,79.66443496349099,38.981910678989166,7.750317466221953,6.348033592467777,15.580594859187286,0
Maize,32.34204396633686,592.8084712441287,52.58653613091186,27.30516270190047,5.889562633006489,6.33237193029536,23.83678582459424,0
Wheat,13.548183369906983,506.332967566172,46.709481778373146,17.490894107427994,6.532008401549953,8.102691803801408,19.244916026534238,0
Sugarcane,31.965242211434678,1659.6547592767004,63.3551074442673,56.47985427168596,4.907714031519611,9.43301151582601,9.043248448458606,0
Rice,23.233442868331608,1674.425327595019,58.913651340433105,64.79018966480372,7.4275534990358665,5.122433205211443,4.2745690460901695,0
Cotton,27.271698115150787,1119.797414875285,52.275662947251064,43.03578411981262,6.206601582484238,8.765644138433679,9.339231228232816,1
Rice,21.77126313816049,1546.2969410592382,57.931778157174705,40.6221283969744,5.183365327958548,6.528348073587252,-1.296998004244311,0
Sugarcane,38.96171651626175,771.3170062819321,80.23680530807597,66.16075425945276,6.0825515149256155,6.005413294160775,16.333500068806735,0
Cotton,20.86364502274644,594.9086949553645,61.60476310138492,24.59417388198977,5.411746730033128,10.426054832569786,-4.292465767494122,0
Cotton,18.97111148795242,1238.569874879997,72.7487020111812,35.94319080791903,6.55787248899612,9.514842004210832,6.749482327489968,0
Maize,20.121732220805377,1122.9384820452572,39.907591929027596,28.865648102009796,5.558221979542224,5.501575825244355,17.00010009484052,0
Rice,22.45483346022915,1660.1290735242978,88.40226864505641,65.79727194183643,7.119583496932467,7.224751345235208,7.464598396724011,0
Wheat,23.7549466582395,386.81170311224844,57.18246455463839,44.04102129672869,6.9064407647645,8.316652526781636,17.43702250193867,0
Rice,34.851441034671744,1352.8729937813587,70.05309915502154,36.05299061417303,5.363528130704116,7.711290585701754,19.444665627091155,0
Rice,19.82957049736519,899.6024529518385,94.43327112806243,57.96486699115321,6.3658870119108775,4.764704634211239,18.44504866430024,0
Cotton,26.557180956347377,962.9874371986137,61.9519475123365,44.64695808917982,6.839773210323443,10.42786874494728,10.938511232537266,0
Cotton,22.63936435025964,1090.4312271859822,79.61569377522576,47.57441428661751,6.600658061107393,8.679476184303194,20.244747183424916,0
Wheat,16.443742322330316,271.56605616083107,65.51007774863396,48.39283823578875,7.806497536118501,5.296797942162279,14.60046085198158,0
Rice,31.46245525010554,1597.308117231237,70.64934773029728,44.878349347292044,6.554317549554943,6.775263314530289,10.082438335447163,1
Sugarcane,37.5982861600053,880.335364078792,72.3247657971331,41.864124922495634,7.660039602430927,6.863153889747265,10.132730162349075,0
Wheat,18.071445646257796,959.4914441844239,55.951740037707935,29.63205225291118,6.205201502604286,7.391572620928197,14.695268851974792,0
Maize,27.81063617840518,980.2360052924562,67.90790512269604,26.265766813975368,5.949081278848056,9.92335851310882,6.18129261929389,0
Cotton,23.401359878831673,1290.0505843661053,69.31702269680443,51.54423183109621,6.125859542319631,8.984686793625215,17.422243039575225,0
Rice,39.07728309845274,1203.4580833934658,77.21044735361882,56.933694461915415,7.05671767366171,6.376492631439712,14.027069558121848,0
Rice,34.85029451622533,1520.083829137407,94.47006517554749,50.69920783051603,5.760375230446716,7.12745060991891,11.607955108507863,0
Sugarcane,28.22935745094959,558.526154415357,83.85123061998358,75.77016879122,5.8836663340947135,6.415130559638502,12.347004158458024,0
Cotton,17.145828154974268,891.3876750369361,75.09005886467804,44.44824935133531,7.793753848944041,7.030565574800262,0.3702255899098006,0
Cotton,19.590845073540244,1194.2467073605562,70.90851064299473,33.83884470397119,6.12115692225142,9.28276312476253,0.3597849298306599,0
Cotton,39.55401234175345,1372.457088064468,73.43828980379669,57.92475377427033,7.838066493199113,7.189065215345312,19.686832815019137,0
Sugarcane,25.77269222782787,1416.2651678755917,83.8715641372489,53.36686415978025,5.165837624638254,7.8973149681008765,21.279729765951334,0
Maize,20.480698995744355,1113.4577252698964,31.36958988660746,27.737913200871873,5.539297931412441,9.812564838081194,18.63316141507581,0
Wheat,18.122197550868773,944.1700399259438,71.31286195823594,17.214993602330125,6.383042431186089,8.617588429359067,20.83817942929186,0
Wheat,26.03798540568055,895.0493162302437,62.62643139110217,13.1220563878164,6.165553702036283,7.176071002755371,12.17955596941426,0
Rice,20.105972859528425,1602.1962132535473,66.59749678117939,40.65836133670855,5.541260956906618,6.589488096704277,12.852984978752296,1
Cotton,23.61077821533335,480.47780458081644,40.36161331009142,29.07721632136878,7.596437029621438,8.906427534808923,13.50759075981733,0
Cotton,35.02585043628265,1192.7591723227147,58.246885382730866,57.61264621395759,7.38593719595324,7.006198796689608,2.832587643484043,0
Wheat,11.827282652922538,341.4436627403842,47.17111281983764,22.814573910668273,6.676253375012137,6.068343611277609,22.856562760230844,0
Rice,25.20124616542853,1743.3927507275002,89.05366084898972,32.97116250667904,5.626094611453523,5.7316541082012495,7.675218048130324,0
Maize,31.6939201030811,543.351589733489,60.8727248534675,50.71703675425839,7.062836792620725,6.198864113359843,16.291939033386253,0
Sugarcane,19.345295958176166,1440.8334539581679,50.64271384307216,56.70696475290819,5.876039918909244,9.788841456708722,-0.7034832488725105,0
Cotton,16.826452959197685,747.3869238531572,46.177625177138204,29.09292063148085,5.547681206349656,6.550930220887672,2.9943922198994706,0
Wheat,10.687696129269487,1007.1383257687083,47.34961373583023,28.791216926542408,7.093194017526054,6.6186079080238525,-1.674960035541707,0
Maize,32.68661719579103,863.8090146976602,61.308023878918235,21.38994773277392,7.407983772809969,7.838320351362072,4.185931496965539,0
Sugarcane,22.23866330100163,1544.9077560624305,66.62707411792195,66.21045066160357,5.384881121888926,6.602360314222054,17.245707336658022,0
Sugarcane,16.873241427786528,1197.7954707920846,62.8176751293244,50.57491737829456,7.867898646310095,6.44374765481347,22.885618017370376,0
Maize,17.078141417165114,950.1945286471858,35.498510987463746,25.664507392565344,5.814806391631498,6.214565924961764,8.72879042271329,0
Rice,29.590680202175406,1808.4445711548615,96.92195602949083,65.75779753865054,6.336763164222032,7.975179378746031,9.023165794249948,0
Sugarcane,31.513788860111383,629.863397160997,61.58217284387271,62.25412567098054,6.99855610409557,7.11585252373354,12.605291875243598,0
Cotton,29.280551561422755,1348.3563884977957,49.69153078568948,46.531943086092994,6.4951191334130165,9.852980636089072,14.706990188293215,0
Wheat,10.751470635326072,843.3573386317079,62.33911186338193,43.72866737827691,7.415680967527004,5.018288319929853,12.183558188855468,0
Sugarcane,28.239320447974244,659.0499827441906,65.42533717466911,77.4196047096425,6.673614854375987,8.565941235765935,16.044516088418334,0
Cotton,36.89238592322381,1179.3487557392543,41.448637615227746,28.668250865144387,6.942891996488159,7.259924819865458,24.38647938400938,0
Wheat,24.465210648195608,966.8295213580428,76.12915229116832,22.01143470508447,7.830519798184492,6.82320195132724,12.716696492577277,0
Wheat,14.426128994083252,751.8357809167976,64.70654950872827,11.028225441204107,7.329641732172748,5.138382626331271,21.517535461157443,0
Maize,17.10251190934617,1392.3123470957833,56.37839948670783,41.41001732550244,5.809628360456073,9.474065233220632,19.8469852003434,0
Sugarcane,35.71741490993918,965.1031275133114,61.07678309588596,68.52153304764786,7.6955119451775165,6.5740577296972775,7.9271476254683275,0
Maize,21.261021955075144,1184.3557899342136,50.112741007865225,57.29714723519954,6.259994213887779,6.1085918652267885,-4.174887823496437,0
Rice,30.085110339458613,1033.6434645438458,79.25470063119968,66.03363099688042,7.283212685755435,7.458889371134456,11.061578179028977,0
Sugarcane,31.30384738418256,1677.495215594935,88.09045875290609,57.180469978413356,5.436828072710449,6.457977860803284,12.76171977640691,0
Maize,29.933671909948263,475.1613423916683,62.39982046809979,44.610737616337445,6.893420017571377,8.435958058851902,21.120111894854244,0
Rice,38.832201336197315,831.013299076981,63.717690156903465,66.16046201766959,5.133886622028749,6.590314916177105,-0.030932859887629505,0
Sugarcane,23.22987478380844,1342.7227298815972,80.94076304371904,71.79326099570207,7.947346236993378,9.14526234600428,-3.4663355400768485,0
Rice,27.435274014916438,1505.0316217322234,88.87639097396489,60.74744561944392,6.6265893069888415,7.070305235801002,13.883313310216312,0
Cotton,20.614281615761637,1336.1971171268297,66.00290241525695,23.448482509640698,6.944713243969608,9.214188018507539,12.589102981939757,0
Rice,33.480912774518,1102.8814483237222,95.88179642108726,35.126972671344554,7.155771209542764,6.24415244196091,15.698657057152033,0
Rice,39.57549540998981,2152.8531045658983,80.73167983631431,38.17367095898416,7.436998818828415,7.067926995984293,18.47683431979056,0
Maize,27.041153798925272,575.3542986473836,52.58860798327274,40.21538421707612,6.10378436492657,9.95607565240889,-2.0109812598221333,0
Cotton,24.284588940868947,1078.1604609465267,62.17111689632177,39.47664017044487,7.540175325533047,8.089626282558193,4.806377625336459,0
Rice,19.66625544113745,1488.0363735180335,84.27079431549191,56.20903952579587,7.406174425277952,5.674483119027098,-1.7899726968553615,0
Sugarcane,21.525537286521995,835.8592854446517,62.82738936269779,59.67107086355508,4.787125418331828,6.772818108374167,0.7736461710827989,0
Maize,23.471962936531682,1212.0915700568805,60.49499174681469,47.5955408301901,5.536644277651136,9.53077858916319,26.419321726843943,0
Wheat,28.932087132613145,593.0322046871393,56.534345997819635,32.338103968756684,7.598604698958348,5.372795275654125,11.409339476047926,0
Wheat,28.685820795897396,113.28456741996897,42.986243930502596,49.15882847816356,6.931953638652198,7.957840506476469,2.756654113925486,0
Wheat,26.391389437197336,374.21845022017277,54.06604500399321,20.38375543215019,5.780524346538008,8.208943111338613,-2.3132904383592754,0
Rice,30.3374148693152,1706.3453176847734,68.88028971283292,39.25060701085957,7.23861790509526,4.4684199633679,5.884175768255483,0
Sugarcane,31.793383663136467,749.6966530099673,66.67296354133151,74.44929770704549,5.683819225326922,6.502260492808825,11.86454934373183,0
Wheat,17.237675937216878,306.0129676391624,60.837210050229416,15.691923921646339,5.955622996803533,6.036815106742495,4.971614215255753,0
Cotton,23.38041822997601,920.4195338494349,45.16830605943185,23.742727220641868,5.3676373957939125,10.725815534046674,17.642897472041433,0
Sugarcane,21.01066187114151,956.1821502458293,51.54080766966332,62.43600675964753,4.504646729781493,7.58572736186659,14.168737215976453,0
Rice,15.892785284080016,1784.6829066781918,99.16456076188176,43.30680965506974,6.533869224894674,5.479845062368614,19.381412523689377,0
Rice,26.93476212469375,1489.0520027039802,76.56530437920128,47.18511298992898,5.886446124286679,6.942136274783502,9.71245661547695,1
Wheat,18.5615614010926,967.0022928805975,56.70774099342851,44.65789654611693,6.891498330350576,7.6352540530687065,8.212370669254108,0
Wheat,23.0504435548034,774.0378414281292,75.41477447571322,25.67015243087333,6.127600086142162,7.987076585992082,7.778940876420275,0
Rice,22.111023810120297,1936.9501334918268,79.08953204049185,55.50399146804423,6.203389563627416,5.46344177057721,16.66595820287536,0
Sugarcane,33.168630696718125,1441.9834357567493,50.08529512750592,78.01136454276744,7.725669726822595,6.696140954958765,8.15532183708105,0
Rice,29.824216215151182,908.1333746896677,52.273765607968535,36.035389116128215,6.297009088305519,7.5988917477333455,9.055684039061505,0
Cotton,32.27385690774379,1026.5691483516878,77.79519155226339,21.7669403604191,7.062454525721569,8.735320316978129,25.541729300028862,0
Maize,26.022361471628855,789.6913098811309,67.20331082711601,50.47476512560709,7.505261235583763,9.364565096453713,27.417329189598277,0
Wheat,25.274597676403694,705.2485366861378,63.362365340549715,39.870988862282914,6.702936953557381,7.808603242297496,1.0786224340784756,0
Rice,17.49150221127801,1562.5362972025237,60.11857919302231,42.519642802269,7.489070826283373,6.9051973446312385,19.106546205074757,0
Maize,28.622185753776485,390.15415590511344,60.8157498057099,46.031241308193515,5.34989832933219,9.617878277788014,23.85990624940428,0
Wheat,6.900577093833766,663.6356093208794,51.34282809746269,11.763003738105834,6.441249919350431,8.529053272676776,8.439865941755226,0
Maize,16.836178596949704,1050.1327215660367,43.057497824542835,30.62025172235122,7.293940198781689,6.090228799756602,11.715620680929032,0
Sugarcane,19.273729513944218,769.0869979971748,88.56146093236657,54.91836441671991,7.180075866863178,7.278845323658934,0.9026349434989829,0
Rice,19.14949861299824,1862.2581520333945,99.99080280253112,62.15134141373906,6.699926871450248,6.32652388572155,5.0821508104341095,0
Rice,36.37826702144801,1250.5245132885977,80.18685410239668,36.93642488387248,5.195867944056045,7.056846991726731,12.887604345972772,0
Wheat,24.961318051606565,629.4001105367443,49.047395936757525,39.58289180481798,6.057360438915554,6.56377981969177,-1.1677166806136272,0
Sugarcane,34.59316277132306,1319.0588633322463,67.549229216453,48.87644889501692,6.2919316928657985,7.880197783041041,-2.64810842825412,0
Cotton,31.729353044497238,414.01616764355265,62.09685004618407,48.80591339520843,6.151510087373086,9.648353205525185,5.716663693356619,0
Cotton,22.36973716692946,421.54943595869895,65.96943692815552,58.471624201672775,5.985706406478521,6.368844262247075,19.31476536223063,0
Sugarcane,22.299197395226088,819.5787554011783,70.46164744994554,59.40826463966109,6.4638129302806,7.780256093921388,6.469832222051082,1
Sugarcane,28.200745980621658,1564.8971190328843,75.77049417211654,74.02757989825525,8.166713004681972,8.327233086737841,11.319106038102085,0
Sugarcane,17.30547461294629,1348.8669162893252,84.95844267751073,56.41122118639214,8.449811558280267,7.3995171579401795,0.4117638622864872,0
Rice,35.99664529953244,2022.4593720219063,65.14938692207598,32.64643985721986,7.13148422848245,4.367842665257568,12.44401151306116,0
Maize,19.776422201695457,791.136043417916,58.586288485839184,44.81787733926125,6.684515939114051,6.181149347133736,12.6598233924738,1
Maize,15.330835923813222,1080.3035394477795,34.04925680900626,44.4909870597603,6.248496167550076,9.81091294096441,17.248904537515863,0
Wheat,14.626604351310784,395.3531351667292,61.575314445187374,39.35885597449617,6.719691124281171,8.324262433057648,20.754250189851636,0
Rice,27.346193940425017,2072.9110974443734,99.46406116288097,60.81408157068636,5.198877006104398,7.3938237262426725,19.543351499260197,0
Cotton,20.96589432232276,823.1403202445711,75.27919137091614,34.14890113523903,6.893061487914995,10.157825825832358,-3.036861496893003,0
Maize,26.23195571494208,1076.6305229355312,58.927059385623636,58.70532958768348,7.68854564653508,9.195907460724069,6.215623996043535,0
Cotton,23.864700427751828,1240.9805876072724,72.23042014057698,52.01681604918996,7.657176496197645,9.871198407146903,21.965704792040373,0
Sugarcane,34.8797875039898,1288.3644219519201,57.96702108937761,41.21251777378341,7.570087364917006,9.946611564521433,16.465785750940732,0
Sugarcane,35.284546513153714,1349.706148610039,53.070154347532075,57.27917735946302,6.116849715350506,9.931623323813248,-2.8147249171390576,0
Wheat,25.735952175996037,195.78618900718726,79.95413728971602,10.39044270621031,6.016343147569654,5.618084624571777,6.195605242138672,0
Wheat,27.32062040594535,499.83567730580074,44.35946728926261,15.910031674093116,7.540487863850066,5.908836399372879,16.20373051807956,0
Sugarcane,31.349925145902702,1326.154318155161,75.1088556399307,63.264502771269505,4.948144355284638,9.354250071969993,19.527929149859528,0
Rice,28.083269927091337,1352.1662583836523,80.41212484129585,47.08741614154849,6.020693698231777,6.659997239175025,3.6503945177938935,1
Maize,15.721051966782781,1251.8998418804654,43.81054522935614,40.732121588792715,6.209569430490975,5.734494753256633,11.385399754768454,0
Maize,13.468591777901961,1394.5548574824495,35.4903437188357,38.402546727897395,5.315252131005124,6.923615144512718,22.00765766729622,0
Wheat,20.638453549017356,764.7237077378701,69.48264799365911,39.85234050563825,7.389552245120958,6.936296543464737,7.038454516901876,1
Maize,20.728301424751443,889.3319817949729,41.7715728358919,32.80559971856239,6.49107268897818,8.102510809126555,8.486063874254569,1
Cotton,22.69265996499385,1215.5379050943038,76.90480901431548,20.678815553513367,6.1778379947779065,8.927652931689511,24.7069068810952,0
Wheat,12.070804380784923,199.24807572185244,57.35122829071166,18.101930821007475,7.532254919817334,6.823604355926708,10.940257363313924,0
Maize,20.08630875642713,371.01756097701275,61.679790420355616,58.639924865233944,5.898633284735637,8.037291648735781,22.14273724224935,0
Rice,37.456024446693974,1058.1286473620044,86.8170382246287,43.71605970082712,5.819183614569669,7.469429398964373,8.556477811528966,0
Sugarcane,19.700992627424775,1194.9731897659922,61.23199117947612,74.19574954268919,8.441664318184461,8.757377702619337,10.676564528316135,0
Maize,18.40381791208656,414.3525105165091,35.2711827073922,23.76264738179328,5.512674603645921,5.103074353551291,15.074389201979397,0
Maize,18.251818264392504,1052.5747108560115,38.28290444829827,49.37442031326714,6.17694657959375,8.529429982237449,5.101441736195355,0
Maize,13.689156527153969,1368.656632496978,37.93734508834183,53.09733893069343,6.702598526937894,7.613125267638328,25.476424907044933,0
Wheat,8.684878967505732,353.07598607742773,65.20677690090338,46.09698413691634,6.592378263127341,5.046268183181024,18.96364445164331,0
Rice,30.840913750762336,1224.8440909375252,92.90657607130564,65.55713466069821,6.20725627196996,6.262400902891508,17.215274778176497,0
Rice,30.917033401697427,1178.9313791876123,75.24964330219416,46.701435396124765,5.138623362705272,4.372467666848458,10.377804291062969,0
Maize,14.04571664508505,548.9739252921629,34.46943749979139,57.70932306132209,6.48100623610729,5.156734977602005,1.1813614718308605,0
Cotton,36.397185920721185,901.2572297828804,75.28374888139638,41.74949457397142,5.5557497577530786,7.111776078917817,-0.21899849430459994,0
Sugarcane,35.203652331794196,878.8064744667721,54.224410529249866,46.63965196055931,5.354651474209217,7.174879646558395,19.281589927918468,0
Rice,33.108640800167876,1959.8785315284547,57.01856997357861,48.46650000703847,5.802351965593343,7.256160612501514,7.767098257618944,0
Maize,34.760176072614016,548.8189791814539,64.66447758705107,38.876537237285746,5.481489370796165,9.728706646379555,26.97000974130202,0
Rice,27.487616840875408,2126.2630036069013,82.91508194872624,66.12432374238858,6.237709229790566,7.990009359792465,0.9714859206304736,0
Sugarcane,23.44072001614976,1228.3614054883312,77.77557075523441,49.135680735965806,4.541080873479258,7.036367821363151,11.76364414622186,0
Maize,14.930740742966345,370.3803223978431,64.0247459635607,31.646601685653437,7.130364910398408,7.130052878409414,1.4703062102966866,0
Cotton,30.958372760566753,619.1577643075817,71.59426034662152,39.02199887326152,7.396494175265613,9.187860446040844,11.92247274336161,0
Rice,23.421511243106465,926.0502458744018,70.3098570676148,38.21743069298776,5.0579719049083955,4.0030591026987254,19.72347704106122,0
Maize,30.731837435957292,1234.604793306823,56.154679922568874,59.032611334391135,5.9775038406070795,6.317186894237944,21.81954840766753,0
Rice,20.950652061218616,1120.3795115773394,94.33713480455432,37.18735260542048,6.771437136160921,6.261319731039299,16.69746723327425,0
Cotton,27.340862911289776,1328.2931386587225,53.055705856477985,44.9609669337399,5.568397960566591,6.0277202522821005,-3.949140611962431,0
Rice,27.199232666642686,1924.2697587937148,57.44540484812512,63.71376413082872,7.481126216728355,6.298154515611438,18.568245227595863,0
Sugarcane,17.72198878712406,909.3200697254047,74.7496734938247,46.16640379699541,5.85623790055699,7.616402356234608,3.9111114424507782,0
Rice,28.863463537757674,2088.064287564979,70.51178592960733,36.05020780159549,5.543091647166997,4.704006698027767,-3.247732324935502,0
Maize,29.84223882733155,459.3185764896275,69.73174761192024,44.566005043757215,6.058060951587824,8.156003202743275,23.27954068769905,0
Sugarcane,26.116987750472465,723.6226131653939,57.32176069343738,51.54286274392973,6.480607520714403,6.204357880238083,19.528593373411052,0
Rice,17.74793519318498,1911.517615969986,86.70138622499292,38.285237917222965,5.266559558595196,4.523538398614769,4.738909918822994,0
Rice,35.06354056234466,998.1729918757361,61.97601542431221,37.70902081486714,7.440987697292011,6.147630056766094,18.520694754976713,0
Maize,14.539675977434518,1390.338698973598,67.67610034671728,37.017224113770396,6.560790396136878,5.053144836782872,16.922248686977397,0
Rice,27.576685005502185,2171.279197829592,52.544126964403446,35.041601597600746,7.470547356549757,7.436264412428602,-4.525155956890471,0
Sugarcane,23.25443881751072,622.28677190446,84.3419791432131,65.8351208994167,5.542747914656286,6.561506590679244,5.098605182083423,0
Rice,32.38649364186394,1707.7110913153083,62.31166406115615,30.78008398538455,7.079121513136,5.1798151022844605,15.581760823984325,0
Cotton,18.74498150184517,993.0082871382758,74.47156844442117,53.290125674440084,7.246396650859756,6.0207472049428175,21.6976962934983,0
Sugarcane,23.534202559015824,1682.100362568824,69.26301735777625,44.16968213286183,4.535802534999922,7.231955901858911,2.067393349580021,0
Sugarcane,19.448898773611937,1226.125106387232,59.88407411438882,50.69993598168127,7.910633140386624,9.48471088943557,20.80739546384456,0
Wheat,13.16929627203299,384.9962128179423,67.711556502462,12.099494669232946,5.920383404274278,5.591031780785231,6.681248801036142,0
Sugarcane,31.69131805443166,916.2857362618904,56.748672872779075,50.02583620504945,7.881159086322276,7.005553536222242,14.130119241704723,0
